ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,30795,SUMMARY.TXT,0.16416,0.21726,0.18701,4

ROUGE-SU4+StopWordRemoval,30795,SUMMARY.TXT,0.24239,0.24486,0.24362,4

ROUGE-L+StopWordRemoval,30790,SUMMARY.TXT,0.15187,0.39607,0.21956,4

ROUGE-1+StopWordRemoval,30790,SUMMARY.TXT,0.12362,0.45992,0.19486,4

ROUGE-2+StopWordRemoval,30790,SUMMARY.TXT,0.05611,0.14808,0.08138,4

ROUGE-SU4+StopWordRemoval,30790,SUMMARY.TXT,0.07072,0.16628,0.09924,4

ROUGE-L+StopWordRemoval,32177,SUMMARY.TXT,0.35161,0.36814,0.35969,4

ROUGE-1+StopWordRemoval,32177,SUMMARY.TXT,0.36701,0.49265,0.42065,4

ROUGE-2+StopWordRemoval,32177,SUMMARY.TXT,0.17310,0.21806,0.19300,4

ROUGE-SU4+StopWordRemoval,32177,SUMMARY.TXT,0.23050,0.23079,0.23064,4

ROUGE-L+StopWordRemoval,32176,SUMMARY.TXT,0.34333,0.44355,0.38706,3

ROUGE-1+StopWordRemoval,32176,SUMMARY.TXT,0.34723,0.57983,0.43435,3

ROUGE-2+StopWordRemoval,32176,SUMMARY.TXT,0.17162,0.24217,0.20088,3

ROUGE-SU4+StopWordRemoval,32176,SUMMARY.TXT,0.23531,0.27406,0.25321,3

ROUGE-L+StopWordRemoval,31769,SUMMARY.TXT,0.26677,0.52381,0.35350,4

ROUGE-1+StopWordRemoval,31769,SUMMARY.TXT,0.24752,0.64670,0.35801,4

ROUGE-2+StopWordRemoval,31769,SUMMARY.TXT,0.13649,0.29878,0.18738,4

ROUGE-SU4+StopWordRemoval,31769,SUMMARY.TXT,0.18468,0.31171,0.23194,4

ROUGE-L+StopWordRemoval,31648,SUMMARY.TXT,0.32915,0.51128,0.40048,4

ROUGE-1+StopWordRemoval,31648,SUMMARY.TXT,0.27356,0.65165,0.38536,4

ROUGE-2+StopWordRemoval,31648,SUMMARY.TXT,0.12108,0.28249,0.16951,4

ROUGE-SU4+StopWordRemoval,31648,SUMMARY.TXT,0.17534,0.31722,0.22584,4

ROUGE-L+StopWordRemoval,32616,SUMMARY.TXT,0.27479,0.52121,0.35986,4

ROUGE-1+StopWordRemoval,32616,SUMMARY.TXT,0.21282,0.64295,0.31979,4

ROUGE-2+StopWordRemoval,32616,SUMMARY.TXT,0.09999,0.24867,0.14263,4

ROUGE-SU4+StopWordRemoval,32616,SUMMARY.TXT,0.15035,0.29853,0.19998,4

ROUGE-L+StopWordRemoval,32859,SUMMARY.TXT,0.26898,0.41640,0.32684,3

ROUGE-1+StopWordRemoval,32859,SUMMARY.TXT,0.28721,0.59076,0.38651,3

ROUGE-2+StopWordRemoval,32859,SUMMARY.TXT,0.10408,0.18713,0.13376,3

ROUGE-SU4+StopWordRemoval,32859,SUMMARY.TXT,0.16793,0.23056,0.19433,3

ROUGE-L+StopWordRemoval,31766,SUMMARY.TXT,0.20041,0.34975,0.25481,3

ROUGE-1+StopWordRemoval,31766,SUMMARY.TXT,0.17597,0.46988,0.25605,3

ROUGE-2+StopWordRemoval,31766,SUMMARY.TXT,0.06073,0.11480,0.07943,3

ROUGE-SU4+StopWordRemoval,31766,SUMMARY.TXT,0.10483,0.17758,0.13183,3

ROUGE-L+StopWordRemoval,32854,SUMMARY.TXT,0.29848,0.33063,0.31374,3

ROUGE-1+StopWordRemoval,32854,SUMMARY.TXT,0.27739,0.45522,0.34472,3

ROUGE-2+StopWordRemoval,32854,SUMMARY.TXT,0.11157,0.15025,0.12805,3

ROUGE-SU4+StopWordRemoval,32854,SUMMARY.TXT,0.17349,0.18861,0.18073,3

ROUGE-L+StopWordRemoval,31889,SUMMARY.TXT,0.22317,0.69922,0.33835,4

ROUGE-1+StopWordRemoval,31889,SUMMARY.TXT,0.16717,0.78695,0.27576,4

ROUGE-2+StopWordRemoval,31889,SUMMARY.TXT,0.10634,0.42327,0.16998,4

ROUGE-SU4+StopWordRemoval,31889,SUMMARY.TXT,0.12763,0.43607,0.19746,4

ROUGE-L+StopWordRemoval,32734,SUMMARY.TXT,0.19571,0.54274,0.28768,3

ROUGE-1+StopWordRemoval,32734,SUMMARY.TXT,0.12207,0.58805,0.20217,3

ROUGE-2+StopWordRemoval,32734,SUMMARY.TXT,0.07056,0.29841,0.11413,3

ROUGE-SU4+StopWordRemoval,32734,SUMMARY.TXT,0.09209,0.32564,0.14357,3

ROUGE-L+StopWordRemoval,31646,SUMMARY.TXT,0.23841,0.44599,0.31072,3

ROUGE-1+StopWordRemoval,31646,SUMMARY.TXT,0.20327,0.56439,0.29890,3

ROUGE-2+StopWordRemoval,31646,SUMMARY.TXT,0.07962,0.24311,0.11995,3

ROUGE-SU4+StopWordRemoval,31646,SUMMARY.TXT,0.12625,0.28876,0.17569,3

ROUGE-L+StopWordRemoval,31509,SUMMARY.TXT,0.30570,0.49447,0.37782,4

ROUGE-1+StopWordRemoval,31509,SUMMARY.TXT,0.27598,0.60497,0.37905,4

ROUGE-2+StopWordRemoval,31509,SUMMARY.TXT,0.11204,0.27078,0.15850,4

ROUGE-SU4+StopWordRemoval,31509,SUMMARY.TXT,0.16141,0.28917,0.20718,4

ROUGE-L+StopWordRemoval,33130,SUMMARY.TXT,0.29109,0.49804,0.36743,3

ROUGE-1+StopWordRemoval,33130,SUMMARY.TXT,0.28891,0.62706,0.39556,3

ROUGE-2+StopWordRemoval,33130,SUMMARY.TXT,0.16610,0.34658,0.22458,3

ROUGE-SU4+StopWordRemoval,33130,SUMMARY.TXT,0.20806,0.35393,0.26207,3

ROUGE-L+StopWordRemoval,32042,SUMMARY.TXT,0.20800,0.49596,0.29308,3

ROUGE-1+StopWordRemoval,32042,SUMMARY.TXT,0.15675,0.68022,0.25479,3

ROUGE-2+StopWordRemoval,32042,SUMMARY.TXT,0.06369,0.23580,0.10030,3

ROUGE-SU4+StopWordRemoval,32042,SUMMARY.TXT,0.09714,0.31391,0.14837,3

ROUGE-L+StopWordRemoval,32163,SUMMARY.TXT,0.52899,0.38657,0.44670,3

ROUGE-1+StopWordRemoval,32163,SUMMARY.TXT,0.54888,0.46679,0.50452,3

ROUGE-2+StopWordRemoval,32163,SUMMARY.TXT,0.45795,0.18968,0.26825,3

ROUGE-SU4+StopWordRemoval,32163,SUMMARY.TXT,0.49104,0.19601,0.28018,3

ROUGE-L+StopWordRemoval,31074,SUMMARY.TXT,0.33130,0.44122,0.37844,3

ROUGE-1+StopWordRemoval,31074,SUMMARY.TXT,0.28659,0.54647,0.37599,3

ROUGE-2+StopWordRemoval,31074,SUMMARY.TXT,0.12474,0.19888,0.15332,3

ROUGE-SU4+StopWordRemoval,31074,SUMMARY.TXT,0.17968,0.24239,0.20637,3

ROUGE-L+StopWordRemoval,31872,SUMMARY.TXT,0.27827,0.54023,0.36733,4

ROUGE-1+StopWordRemoval,31872,SUMMARY.TXT,0.16642,0.65571,0.26546,4

ROUGE-2+StopWordRemoval,31872,SUMMARY.TXT,0.09437,0.29913,0.14348,4

ROUGE-SU4+StopWordRemoval,31872,SUMMARY.TXT,0.12656,0.31970,0.18134,4

ROUGE-L+StopWordRemoval,30783,SUMMARY.TXT,0.22770,0.38816,0.28703,3

ROUGE-1+StopWordRemoval,30783,SUMMARY.TXT,0.21850,0.53112,0.30963,3

ROUGE-2+StopWordRemoval,30783,SUMMARY.TXT,0.11532,0.23472,0.15466,3

ROUGE-SU4+StopWordRemoval,30783,SUMMARY.TXT,0.15692,0.27559,0.19997,3

ROUGE-L+StopWordRemoval,33018,SUMMARY.TXT,0.30635,0.32069,0.31336,3

ROUGE-1+StopWordRemoval,33018,SUMMARY.TXT,0.27862,0.45309,0.34505,3

ROUGE-2+StopWordRemoval,33018,SUMMARY.TXT,0.10634,0.13667,0.11961,3

ROUGE-SU4+StopWordRemoval,33018,SUMMARY.TXT,0.17016,0.17635,0.17320,3

ROUGE-L+StopWordRemoval,30782,SUMMARY.TXT,0.16725,0.45278,0.24427,3

ROUGE-1+StopWordRemoval,30782,SUMMARY.TXT,0.14893,0.58793,0.23766,3

ROUGE-2+StopWordRemoval,30782,SUMMARY.TXT,0.03760,0.18068,0.06225,3

ROUGE-SU4+StopWordRemoval,30782,SUMMARY.TXT,0.07920,0.23636,0.11864,3

ROUGE-L+StopWordRemoval,31632,SUMMARY.TXT,0.25839,0.38750,0.31004,4

ROUGE-1+StopWordRemoval,31632,SUMMARY.TXT,0.22334,0.48389,0.30562,4

ROUGE-2+StopWordRemoval,31632,SUMMARY.TXT,0.13714,0.23256,0.17254,4

ROUGE-SU4+StopWordRemoval,31632,SUMMARY.TXT,0.16490,0.25415,0.20002,4

ROUGE-L+StopWordRemoval,30785,SUMMARY.TXT,0.28907,0.47736,0.36008,4

ROUGE-1+StopWordRemoval,30785,SUMMARY.TXT,0.30289,0.64489,0.41219,4

ROUGE-2+StopWordRemoval,30785,SUMMARY.TXT,0.12444,0.24606,0.16529,4

ROUGE-SU4+StopWordRemoval,30785,SUMMARY.TXT,0.18007,0.29014,0.22222,4

ROUGE-L+StopWordRemoval,32168,SUMMARY.TXT,0.22002,0.51908,0.30905,3

ROUGE-1+StopWordRemoval,32168,SUMMARY.TXT,0.16633,0.67546,0.26694,3

ROUGE-2+StopWordRemoval,32168,SUMMARY.TXT,0.07918,0.25771,0.12113,3

ROUGE-SU4+StopWordRemoval,32168,SUMMARY.TXT,0.11068,0.31096,0.16325,3

ROUGE-L+StopWordRemoval,31631,SUMMARY.TXT,0.33832,0.45455,0.38791,3

ROUGE-1+StopWordRemoval,31631,SUMMARY.TXT,0.29709,0.62808,0.40338,3

ROUGE-2+StopWordRemoval,31631,SUMMARY.TXT,0.17008,0.31000,0.21965,3

ROUGE-SU4+StopWordRemoval,31631,SUMMARY.TXT,0.21071,0.32064,0.25430,3

ROUGE-L+StopWordRemoval,31076,SUMMARY.TXT,0.40538,0.61565,0.48886,3

ROUGE-1+StopWordRemoval,31076,SUMMARY.TXT,0.39393,0.71595,0.50823,3

ROUGE-2+StopWordRemoval,31076,SUMMARY.TXT,0.21133,0.35130,0.26390,3

ROUGE-SU4+StopWordRemoval,31076,SUMMARY.TXT,0.28675,0.36180,0.31993,3

ROUGE-L+StopWordRemoval,30781,SUMMARY.TXT,0.28384,0.41223,0.33620,4

ROUGE-1+StopWordRemoval,30781,SUMMARY.TXT,0.25773,0.50465,0.34121,4

ROUGE-2+StopWordRemoval,30781,SUMMARY.TXT,0.14330,0.24254,0.18015,4

ROUGE-SU4+StopWordRemoval,30781,SUMMARY.TXT,0.18548,0.24363,0.21062,4

ROUGE-L+StopWordRemoval,32286,SUMMARY.TXT,0.24109,0.36154,0.28928,4

ROUGE-1+StopWordRemoval,32286,SUMMARY.TXT,0.24594,0.42490,0.31155,4

ROUGE-2+StopWordRemoval,32286,SUMMARY.TXT,0.06972,0.13326,0.09154,4

ROUGE-SU4+StopWordRemoval,32286,SUMMARY.TXT,0.14272,0.19004,0.16302,4

ROUGE-L+StopWordRemoval,32165,SUMMARY.TXT,0.30203,0.50656,0.37843,3

ROUGE-1+StopWordRemoval,32165,SUMMARY.TXT,0.24883,0.65700,0.36095,3

ROUGE-2+StopWordRemoval,32165,SUMMARY.TXT,0.11031,0.27199,0.15696,3

ROUGE-SU4+StopWordRemoval,32165,SUMMARY.TXT,0.15101,0.31084,0.20327,3

ROUGE-L+StopWordRemoval,32044,SUMMARY.TXT,0.22054,0.56763,0.31766,5

ROUGE-1+StopWordRemoval,32044,SUMMARY.TXT,0.15169,0.68884,0.24863,5

ROUGE-2+StopWordRemoval,32044,SUMMARY.TXT,0.08265,0.28688,0.12833,5

ROUGE-SU4+StopWordRemoval,32044,SUMMARY.TXT,0.11798,0.33784,0.17489,5

ROUGE-L+StopWordRemoval,31517,SUMMARY.TXT,0.31852,0.49245,0.38683,4

ROUGE-1+StopWordRemoval,31517,SUMMARY.TXT,0.24277,0.61250,0.34772,4

ROUGE-2+StopWordRemoval,31517,SUMMARY.TXT,0.12558,0.31106,0.17892,4

ROUGE-SU4+StopWordRemoval,31517,SUMMARY.TXT,0.17606,0.34142,0.23232,4

ROUGE-L+StopWordRemoval,32849,SUMMARY.TXT,0.23675,0.64934,0.34699,3

ROUGE-1+StopWordRemoval,32849,SUMMARY.TXT,0.14810,0.76814,0.24833,3

ROUGE-2+StopWordRemoval,32849,SUMMARY.TXT,0.07105,0.38357,0.11989,3

ROUGE-SU4+StopWordRemoval,32849,SUMMARY.TXT,0.10283,0.41362,0.16472,3

ROUGE-L+StopWordRemoval,31879,SUMMARY.TXT,0.33536,0.39423,0.36242,4

ROUGE-1+StopWordRemoval,31879,SUMMARY.TXT,0.30726,0.51152,0.38391,4

ROUGE-2+StopWordRemoval,31879,SUMMARY.TXT,0.16429,0.24822,0.19771,4

ROUGE-SU4+StopWordRemoval,31879,SUMMARY.TXT,0.21921,0.26673,0.24065,4

ROUGE-L+StopWordRemoval,32848,SUMMARY.TXT,0.19286,0.34841,0.24828,3

ROUGE-1+StopWordRemoval,32848,SUMMARY.TXT,0.20992,0.48408,0.29285,3

ROUGE-2+StopWordRemoval,32848,SUMMARY.TXT,0.05230,0.11925,0.07271,3

ROUGE-SU4+StopWordRemoval,32848,SUMMARY.TXT,0.11164,0.17401,0.13602,3

ROUGE-L+StopWordRemoval,31634,SUMMARY.TXT,0.39635,0.40839,0.40228,4

ROUGE-1+StopWordRemoval,31634,SUMMARY.TXT,0.42298,0.51761,0.46554,4

ROUGE-2+StopWordRemoval,31634,SUMMARY.TXT,0.24217,0.27194,0.25620,4

ROUGE-SU4+StopWordRemoval,31634,SUMMARY.TXT,0.29811,0.27931,0.28840,4

ROUGE-L+StopWordRemoval,31513,SUMMARY.TXT,0.36314,0.45805,0.40511,3

ROUGE-1+StopWordRemoval,31513,SUMMARY.TXT,0.37780,0.57160,0.45492,3

ROUGE-2+StopWordRemoval,31513,SUMMARY.TXT,0.14814,0.24583,0.18487,3

ROUGE-SU4+StopWordRemoval,31513,SUMMARY.TXT,0.23009,0.29911,0.26010,3

ROUGE-L+StopWordRemoval,31755,SUMMARY.TXT,0.44097,0.33871,0.38313,4

ROUGE-1+StopWordRemoval,31755,SUMMARY.TXT,0.48192,0.44601,0.46327,4

ROUGE-2+StopWordRemoval,31755,SUMMARY.TXT,0.33847,0.18275,0.23735,4

ROUGE-SU4+StopWordRemoval,31755,SUMMARY.TXT,0.40209,0.19941,0.26661,4

ROUGE-L+StopWordRemoval,32966,SUMMARY.TXT,0.13053,0.63602,0.21661,3

ROUGE-1+StopWordRemoval,32966,SUMMARY.TXT,0.06869,0.71014,0.12526,3

ROUGE-2+StopWordRemoval,32966,SUMMARY.TXT,0.03443,0.26608,0.06097,3

ROUGE-SU4+StopWordRemoval,32966,SUMMARY.TXT,0.04656,0.30737,0.08086,3

ROUGE-L+StopWordRemoval,31633,SUMMARY.TXT,0.25583,0.37500,0.30416,4

ROUGE-1+StopWordRemoval,31633,SUMMARY.TXT,0.27310,0.48837,0.35031,4

ROUGE-2+StopWordRemoval,31633,SUMMARY.TXT,0.20751,0.21503,0.21120,4

ROUGE-SU4+StopWordRemoval,31633,SUMMARY.TXT,0.25299,0.23166,0.24186,4

ROUGE-L+StopWordRemoval,31512,SUMMARY.TXT,0.28989,0.52669,0.37395,4

ROUGE-1+StopWordRemoval,31512,SUMMARY.TXT,0.27462,0.68308,0.39175,4

ROUGE-2+StopWordRemoval,31512,SUMMARY.TXT,0.15916,0.33102,0.21496,4

ROUGE-SU4+StopWordRemoval,31512,SUMMARY.TXT,0.20871,0.34458,0.25996,4

ROUGE-L+StopWordRemoval,31757,SUMMARY.TXT,0.28203,0.44681,0.34580,4

ROUGE-1+StopWordRemoval,31757,SUMMARY.TXT,0.21856,0.53607,0.31052,4

ROUGE-2+StopWordRemoval,31757,SUMMARY.TXT,0.10643,0.23379,0.14627,4

ROUGE-SU4+StopWordRemoval,31757,SUMMARY.TXT,0.15381,0.25288,0.19128,4

ROUGE-L+StopWordRemoval,32964,SUMMARY.TXT,0.22122,0.31900,0.26126,4

ROUGE-1+StopWordRemoval,32964,SUMMARY.TXT,0.19571,0.39497,0.26173,4

ROUGE-2+StopWordRemoval,32964,SUMMARY.TXT,0.08329,0.16796,0.11136,4

ROUGE-SU4+StopWordRemoval,32964,SUMMARY.TXT,0.12334,0.18212,0.14708,4

ROUGE-L+StopWordRemoval,32602,SUMMARY.TXT,0.37771,0.33811,0.35682,6

ROUGE-1+StopWordRemoval,32602,SUMMARY.TXT,0.34552,0.45194,0.39163,6

ROUGE-2+StopWordRemoval,32602,SUMMARY.TXT,0.15379,0.15009,0.15192,6

ROUGE-SU4+StopWordRemoval,32602,SUMMARY.TXT,0.22901,0.17982,0.20146,6

ROUGE-L+StopWordRemoval,31514,SUMMARY.TXT,0.32935,0.30882,0.31875,4

ROUGE-1+StopWordRemoval,31514,SUMMARY.TXT,0.28734,0.39664,0.33326,4

ROUGE-2+StopWordRemoval,31514,SUMMARY.TXT,0.13176,0.17173,0.14911,4

ROUGE-SU4+StopWordRemoval,31514,SUMMARY.TXT,0.18392,0.19126,0.18752,4

ROUGE-L+StopWordRemoval,31061,SUMMARY.TXT,0.19301,0.31073,0.23812,3

ROUGE-1+StopWordRemoval,31061,SUMMARY.TXT,0.23837,0.46635,0.31549,3

ROUGE-2+StopWordRemoval,31061,SUMMARY.TXT,0.18695,0.23270,0.20733,3

ROUGE-SU4+StopWordRemoval,31061,SUMMARY.TXT,0.24105,0.23128,0.23607,3

ROUGE-L+StopWordRemoval,32272,SUMMARY.TXT,0.35059,0.40186,0.37448,4

ROUGE-1+StopWordRemoval,32272,SUMMARY.TXT,0.28776,0.51513,0.36925,4

ROUGE-2+StopWordRemoval,32272,SUMMARY.TXT,0.14732,0.21117,0.17356,4

ROUGE-SU4+StopWordRemoval,32272,SUMMARY.TXT,0.20303,0.23139,0.21628,4

ROUGE-L+StopWordRemoval,32394,SUMMARY.TXT,0.39431,0.48129,0.43348,3

ROUGE-1+StopWordRemoval,32394,SUMMARY.TXT,0.32623,0.56184,0.41278,3

ROUGE-2+StopWordRemoval,32394,SUMMARY.TXT,0.18568,0.32742,0.23698,3

ROUGE-SU4+StopWordRemoval,32394,SUMMARY.TXT,0.21583,0.30130,0.25150,3

ROUGE-L+StopWordRemoval,31063,SUMMARY.TXT,0.24388,0.54649,0.33726,3

ROUGE-1+StopWordRemoval,31063,SUMMARY.TXT,0.22322,0.67341,0.33529,3

ROUGE-2+StopWordRemoval,31063,SUMMARY.TXT,0.10838,0.25339,0.15182,3

ROUGE-SU4+StopWordRemoval,31063,SUMMARY.TXT,0.14641,0.30122,0.19704,3

ROUGE-L+StopWordRemoval,32392,SUMMARY.TXT,0.26698,0.52074,0.35298,4

ROUGE-1+StopWordRemoval,32392,SUMMARY.TXT,0.23896,0.65496,0.35016,4

ROUGE-2+StopWordRemoval,32392,SUMMARY.TXT,0.13202,0.31768,0.18653,4

ROUGE-SU4+StopWordRemoval,32392,SUMMARY.TXT,0.16426,0.32825,0.21895,4

ROUGE-L+StopWordRemoval,32150,SUMMARY.TXT,0.25679,0.43833,0.32386,3

ROUGE-1+StopWordRemoval,32150,SUMMARY.TXT,0.21968,0.55165,0.31423,3

ROUGE-2+StopWordRemoval,32150,SUMMARY.TXT,0.07779,0.19124,0.11059,3

ROUGE-SU4+StopWordRemoval,32150,SUMMARY.TXT,0.13488,0.24866,0.17489,3

ROUGE-L+StopWordRemoval,31984,SUMMARY.TXT,0.30099,0.52029,0.38136,3

ROUGE-1+StopWordRemoval,31984,SUMMARY.TXT,0.30950,0.64634,0.41857,3

ROUGE-2+StopWordRemoval,31984,SUMMARY.TXT,0.14318,0.34230,0.20190,3

ROUGE-SU4+StopWordRemoval,31984,SUMMARY.TXT,0.20014,0.33954,0.25184,3

ROUGE-L+StopWordRemoval,30895,SUMMARY.TXT,0.25668,0.52857,0.34555,3

ROUGE-1+StopWordRemoval,30895,SUMMARY.TXT,0.21563,0.68350,0.32783,3

ROUGE-2+StopWordRemoval,30895,SUMMARY.TXT,0.09943,0.29637,0.14891,3

ROUGE-SU4+StopWordRemoval,30895,SUMMARY.TXT,0.14482,0.33034,0.20137,3

ROUGE-L+StopWordRemoval,32157,SUMMARY.TXT,0.20909,0.37346,0.26808,3

ROUGE-1+StopWordRemoval,32157,SUMMARY.TXT,0.20839,0.53968,0.30068,3

ROUGE-2+StopWordRemoval,32157,SUMMARY.TXT,0.07520,0.19010,0.10777,3

ROUGE-SU4+StopWordRemoval,32157,SUMMARY.TXT,0.12500,0.24787,0.16619,3

ROUGE-L+StopWordRemoval,31620,SUMMARY.TXT,0.33649,0.56250,0.42108,4

ROUGE-1+StopWordRemoval,31620,SUMMARY.TXT,0.28318,0.64219,0.39305,4

ROUGE-2+StopWordRemoval,31620,SUMMARY.TXT,0.16988,0.36677,0.23220,4

ROUGE-SU4+StopWordRemoval,31620,SUMMARY.TXT,0.21667,0.36525,0.27199,4

ROUGE-L+StopWordRemoval,31983,SUMMARY.TXT,0.37230,0.41896,0.39425,3

ROUGE-1+StopWordRemoval,31983,SUMMARY.TXT,0.41960,0.52844,0.46777,3

ROUGE-2+StopWordRemoval,31983,SUMMARY.TXT,0.31433,0.29942,0.30670,3

ROUGE-SU4+StopWordRemoval,31983,SUMMARY.TXT,0.36035,0.30398,0.32977,3

ROUGE-L+StopWordRemoval,30894,SUMMARY.TXT,0.20351,0.43910,0.27812,4

ROUGE-1+StopWordRemoval,30894,SUMMARY.TXT,0.19773,0.61538,0.29929,4

ROUGE-2+StopWordRemoval,30894,SUMMARY.TXT,0.06459,0.18551,0.09582,4

ROUGE-SU4+StopWordRemoval,30894,SUMMARY.TXT,0.10605,0.25160,0.14920,4

ROUGE-L+StopWordRemoval,32155,SUMMARY.TXT,0.26061,0.49405,0.34122,3

ROUGE-1+StopWordRemoval,32155,SUMMARY.TXT,0.21131,0.65556,0.31960,3

ROUGE-2+StopWordRemoval,32155,SUMMARY.TXT,0.08733,0.27358,0.13240,3

ROUGE-SU4+StopWordRemoval,32155,SUMMARY.TXT,0.12659,0.32347,0.18197,3

ROUGE-L+StopWordRemoval,32034,SUMMARY.TXT,0.29124,0.46930,0.35942,4

ROUGE-1+StopWordRemoval,32034,SUMMARY.TXT,0.27014,0.56691,0.36592,4

ROUGE-2+StopWordRemoval,32034,SUMMARY.TXT,0.12692,0.26213,0.17103,4

ROUGE-SU4+StopWordRemoval,32034,SUMMARY.TXT,0.17102,0.27566,0.21108,4

ROUGE-L+StopWordRemoval,31064,SUMMARY.TXT,0.25057,0.45098,0.32215,3

ROUGE-1+StopWordRemoval,31064,SUMMARY.TXT,0.19240,0.54506,0.28441,3

ROUGE-2+StopWordRemoval,31064,SUMMARY.TXT,0.07741,0.19109,0.11019,3

ROUGE-SU4+StopWordRemoval,31064,SUMMARY.TXT,0.11071,0.22395,0.14818,3

ROUGE-L+StopWordRemoval,32156,SUMMARY.TXT,0.31076,0.37500,0.33987,4

ROUGE-1+StopWordRemoval,32156,SUMMARY.TXT,0.22622,0.46355,0.30406,4

ROUGE-2+StopWordRemoval,32156,SUMMARY.TXT,0.12577,0.23205,0.16312,4

ROUGE-SU4+StopWordRemoval,32156,SUMMARY.TXT,0.15980,0.23458,0.19010,4

ROUGE-L+StopWordRemoval,32032,SUMMARY.TXT,0.23050,0.46313,0.30780,3

ROUGE-1+StopWordRemoval,32032,SUMMARY.TXT,0.20024,0.58267,0.29806,3

ROUGE-2+StopWordRemoval,32032,SUMMARY.TXT,0.07615,0.25089,0.11684,3

ROUGE-SU4+StopWordRemoval,32032,SUMMARY.TXT,0.12168,0.27840,0.16935,3

ROUGE-L+StopWordRemoval,31506,SUMMARY.TXT,0.35273,0.47964,0.40651,3

ROUGE-1+StopWordRemoval,31506,SUMMARY.TXT,0.34273,0.62172,0.44188,3

ROUGE-2+StopWordRemoval,31506,SUMMARY.TXT,0.18235,0.29390,0.22506,3

ROUGE-SU4+StopWordRemoval,31506,SUMMARY.TXT,0.22896,0.31921,0.26666,3

ROUGE-L+StopWordRemoval,32717,SUMMARY.TXT,0.28543,0.58287,0.38321,3

ROUGE-1+StopWordRemoval,32717,SUMMARY.TXT,0.26878,0.67208,0.38399,3

ROUGE-2+StopWordRemoval,32717,SUMMARY.TXT,0.13164,0.34962,0.19127,3

ROUGE-SU4+StopWordRemoval,32717,SUMMARY.TXT,0.17428,0.36776,0.23649,3

ROUGE-L+StopWordRemoval,30779,SUMMARY.TXT,0.23963,0.36141,0.28819,4

ROUGE-1+StopWordRemoval,30779,SUMMARY.TXT,0.15886,0.50111,0.24124,4

ROUGE-2+StopWordRemoval,30779,SUMMARY.TXT,0.05004,0.13359,0.07281,4

ROUGE-SU4+StopWordRemoval,30779,SUMMARY.TXT,0.08822,0.20322,0.12303,4

ROUGE-L+StopWordRemoval,31508,SUMMARY.TXT,0.29420,0.60643,0.39620,3

ROUGE-1+StopWordRemoval,31508,SUMMARY.TXT,0.26744,0.73551,0.39226,3

ROUGE-2+StopWordRemoval,31508,SUMMARY.TXT,0.14680,0.34699,0.20631,3

ROUGE-SU4+StopWordRemoval,31508,SUMMARY.TXT,0.19226,0.37016,0.25307,3

ROUGE-L+StopWordRemoval,31628,SUMMARY.TXT,0.25582,0.40000,0.31206,3

ROUGE-1+StopWordRemoval,31628,SUMMARY.TXT,0.25762,0.53227,0.34720,3

ROUGE-2+StopWordRemoval,31628,SUMMARY.TXT,0.11997,0.21461,0.15391,3

ROUGE-SU4+StopWordRemoval,31628,SUMMARY.TXT,0.17605,0.25385,0.20791,3

ROUGE-L+StopWordRemoval,30897,SUMMARY.TXT,0.23812,0.44274,0.30968,3

ROUGE-1+StopWordRemoval,30897,SUMMARY.TXT,0.23171,0.56354,0.32840,3

ROUGE-2+StopWordRemoval,30897,SUMMARY.TXT,0.09814,0.23302,0.13811,3

ROUGE-SU4+StopWordRemoval,30897,SUMMARY.TXT,0.14449,0.26373,0.18670,3

ROUGE-L+StopWordRemoval,31623,SUMMARY.TXT,0.35073,0.45875,0.39753,4

ROUGE-1+StopWordRemoval,31623,SUMMARY.TXT,0.30636,0.58234,0.40150,4

ROUGE-2+StopWordRemoval,31623,SUMMARY.TXT,0.17425,0.26426,0.21002,4

ROUGE-SU4+StopWordRemoval,31623,SUMMARY.TXT,0.22537,0.28569,0.25197,4

ROUGE-L+StopWordRemoval,30899,SUMMARY.TXT,0.36869,0.41745,0.39155,3

ROUGE-1+StopWordRemoval,30899,SUMMARY.TXT,0.36311,0.57220,0.44429,3

ROUGE-2+StopWordRemoval,30899,SUMMARY.TXT,0.17754,0.22966,0.20026,3

ROUGE-SU4+StopWordRemoval,30899,SUMMARY.TXT,0.24323,0.25072,0.24692,3

ROUGE-L+StopWordRemoval,30778,SUMMARY.TXT,0.23877,0.60947,0.34312,3

ROUGE-1+StopWordRemoval,30778,SUMMARY.TXT,0.15838,0.68687,0.25741,3

ROUGE-2+StopWordRemoval,30778,SUMMARY.TXT,0.09383,0.35023,0.14801,3

